UDI,Product ID,timestamp,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
7582,M22441,2043-10-04 08:00:00,M,300.4,311.2,1366,56.1,177,0,0,0,0,0,0
7583,H36996,2043-10-05 08:00:00,H,300.4,311.2,1489,45.3,180,0,0,0,0,0,0
7584,L54763,2043-10-06 08:00:00,L,300.3,311.1,1480,46.6,185,0,0,0,0,0,0
7585,L54764,2043-10-07 08:00:00,L,300.4,311.2,1472,37.3,187,0,0,0,0,0,0
7586,L54765,2043-10-08 08:00:00,L,300.4,311.1,1397,50.8,189,0,0,0,0,0,0
7587,L54766,2043-10-09 08:00:00,L,300.4,311.1,1589,35.5,191,0,0,0,0,0,0
7588,L54767,2043-10-10 08:00:00,L,300.4,311.1,1405,54.1,193,0,0,0,0,0,0
7589,L54768,2043-10-11 08:00:00,L,300.4,311.1,2013,20.1,195,0,0,0,0,0,0
7590,L54769,2043-10-12 08:00:00,L,300.4,311.0,1802,26.0,197,0,0,0,0,0,0
7591,M22450,2043-10-13 08:00:00,M,300.4,311.0,1433,46.1,199,0,0,0,0,0,0
7592,M22451,2043-10-14 08:00:00,M,300.5,311.1,1296,61.3,202,1,0,0,0,1,0
7593,M22452,2043-10-15 08:00:00,M,300.5,311.2,1551,36.6,205,0,0,0,0,0,0
7594,L54773,2043-10-16 08:00:00,L,300.5,311.2,1270,67.5,208,1,0,0,0,1,0
7595,L54774,2043-10-17 08:00:00,L,300.6,311.3,1531,38.5,0,0,0,0,0,0,0
7596,H37009,2043-10-18 08:00:00,H,300.5,311.2,1397,45.2,2,0,0,0,0,0,0
7597,L54776,2043-10-19 08:00:00,L,300.5,311.1,1547,37.2,7,0,0,0,0,0,0
7598,L54777,2043-10-20 08:00:00,L,300.5,311.0,2074,18.9,9,0,0,0,0,0,0
7599,L54778,2043-10-21 08:00:00,L,300.5,311.1,1491,42.6,11,0,0,0,0,0,0
7600,L54779,2043-10-22 08:00:00,L,300.5,311.0,1759,28.3,13,0,0,0,0,0,0
7601,M22460,2043-10-23 08:00:00,M,300.4,311.0,1595,35.4,15,0,0,0,0,0,0
7602,L54781,2043-10-24 08:00:00,L,300.4,311.2,1351,62.0,18,0,0,0,0,0,0
7603,L54782,2043-10-25 08:00:00,L,300.4,311.2,1705,28.7,20,0,0,0,0,0,0
7604,L54783,2043-10-26 08:00:00,L,300.4,311.2,1406,43.6,22,0,0,0,0,0,0
7605,L54784,2043-10-27 08:00:00,L,300.4,311.3,1639,34.6,24,0,0,0,0,0,0
7606,H37019,2043-10-28 08:00:00,H,300.4,311.3,2026,20.3,26,0,0,0,0,0,0
7607,M22466,2043-10-29 08:00:00,M,300.4,311.3,1350,56.5,31,0,0,0,0,0,0
7608,M22467,2043-10-30 08:00:00,M,300.5,311.3,1468,41.1,34,0,0,0,0,0,0
7609,L54788,2043-10-31 08:00:00,L,300.5,311.4,1642,27.1,37,0,0,0,0,0,0
7610,L54789,2043-11-01 08:00:00,L,300.5,311.3,1490,41.8,39,0,0,0,0,0,0
7611,M22470,2043-11-02 08:00:00,M,300.5,311.3,1507,43.4,41,0,0,0,0,0,0
7612,L54791,2043-11-03 08:00:00,L,300.5,311.4,1611,32.7,44,0,0,0,0,0,0
7613,M22472,2043-11-04 08:00:00,M,300.5,311.4,1743,27.6,46,0,0,0,0,0,0
7614,L54793,2043-11-05 08:00:00,L,300.5,311.3,1475,46.3,49,0,0,0,0,0,0
7615,L54794,2043-11-06 08:00:00,L,300.5,311.4,1432,47.5,51,0,0,0,0,0,0
7616,L54795,2043-11-07 08:00:00,L,300.5,311.4,1442,47.0,53,0,0,0,0,0,0
7617,M22476,2043-11-08 08:00:00,M,300.6,311.4,1468,40.4,55,0,0,0,0,0,0
7618,L54797,2043-11-09 08:00:00,L,300.5,311.4,1556,45.3,58,0,0,0,0,0,0
7619,M22478,2043-11-10 08:00:00,M,300.5,311.4,1312,51.4,60,0,0,0,0,0,0
7620,L54799,2043-11-11 08:00:00,L,300.6,311.5,1459,47.0,63,0,0,0,0,0,0
7621,L54800,2043-11-12 08:00:00,L,300.5,311.5,1651,36.9,65,0,0,0,0,0,0
7622,L54801,2043-11-13 08:00:00,L,300.5,311.5,1490,38.4,67,0,0,0,0,0,0
7623,M22482,2043-11-14 08:00:00,M,300.6,311.6,1473,31.5,69,0,0,0,0,0,0
7624,L54803,2043-11-15 08:00:00,L,300.6,311.7,1734,29.9,72,0,0,0,0,0,0
7625,L54804,2043-11-16 08:00:00,L,300.6,311.7,1507,45.5,74,0,0,0,0,0,0
7626,L54805,2043-11-17 08:00:00,L,300.6,311.7,1556,34.9,76,0,0,0,0,0,0
7627,H37040,2043-11-18 08:00:00,H,300.5,311.6,1351,53.5,78,0,0,0,0,0,0
7628,L54807,2043-11-19 08:00:00,L,300.5,311.7,1445,44.8,83,0,0,0,0,0,0
7629,L54808,2043-11-20 08:00:00,L,300.5,311.7,1619,32.7,85,0,0,0,0,0,0
7630,M22489,2043-11-21 08:00:00,M,300.5,311.7,1269,64.0,87,0,0,0,0,0,0
7631,L54810,2043-11-22 08:00:00,L,300.5,311.6,1534,37.7,90,0,0,0,0,0,0
7632,L54811,2043-11-23 08:00:00,L,300.5,311.6,1444,49.3,92,0,0,0,0,0,0
7633,L54812,2043-11-24 08:00:00,L,300.5,311.6,1744,26.8,94,0,0,0,0,0,0
7634,L54813,2043-11-25 08:00:00,L,300.4,311.5,1441,44.6,96,0,0,0,0,0,0
7635,M22494,2043-11-26 08:00:00,M,300.3,311.3,1506,40.7,98,0,0,0,0,0,0
7636,L54815,2043-11-27 08:00:00,L,300.3,311.4,1526,38.5,101,0,0,0,0,0,0
7637,L54816,2043-11-28 08:00:00,L,300.4,311.5,1704,29.7,103,0,0,0,0,0,0
7638,H37051,2043-11-29 08:00:00,H,300.4,311.4,1445,52.4,105,0,0,0,0,0,0
7639,L54818,2043-11-30 08:00:00,L,300.5,311.5,1661,35.9,110,0,0,0,0,0,0
7640,L54819,2043-12-01 08:00:00,L,300.5,311.4,1466,41.8,112,0,0,0,0,0,0
7641,L54820,2043-12-02 08:00:00,L,300.4,311.3,1608,35.1,114,0,0,0,0,0,0
7642,M22501,2043-12-03 08:00:00,M,300.4,311.4,1352,57.3,116,0,0,0,0,0,0
7643,M22502,2043-12-04 08:00:00,M,300.4,311.4,1604,31.7,119,0,0,0,0,0,0
7644,H37057,2043-12-05 08:00:00,H,300.4,311.4,1427,50.7,122,0,0,0,0,0,0
7645,L54824,2043-12-06 08:00:00,L,300.4,311.4,1424,44.6,127,0,0,0,0,0,0
7646,L54825,2043-12-07 08:00:00,L,300.4,311.4,1662,29.3,129,0,0,0,0,0,0
7647,L54826,2043-12-08 08:00:00,L,300.4,311.4,1936,23.9,131,0,0,0,0,0,0
7648,L54827,2043-12-09 08:00:00,L,300.4,311.4,1728,31.7,133,0,0,0,0,0,0
7649,L54828,2043-12-10 08:00:00,L,300.4,311.4,1552,28.8,135,0,0,0,0,0,0
7650,H37063,2043-12-11 08:00:00,H,300.4,311.5,1662,29.0,137,0,0,0,0,0,0
7651,L54830,2043-12-12 08:00:00,L,300.3,311.4,1343,57.7,142,0,0,0,0,0,0
7652,M22511,2043-12-13 08:00:00,M,300.4,311.5,1476,32.6,144,0,0,0,0,0,0
7653,L54832,2043-12-14 08:00:00,L,300.3,311.4,1346,51.1,147,0,0,0,0,0,0
7654,L54833,2043-12-15 08:00:00,L,300.4,311.5,1492,44.6,149,0,0,0,0,0,0
7655,M22514,2043-12-16 08:00:00,M,300.3,311.5,1540,41.5,151,0,0,0,0,0,0
7656,L54835,2043-12-17 08:00:00,L,300.4,311.5,1596,32.5,154,0,0,0,0,0,0
7657,L54836,2043-12-18 08:00:00,L,300.5,311.6,1541,47.8,156,0,0,0,0,0,0
7658,L54837,2043-12-19 08:00:00,L,300.5,311.6,1661,30.0,158,0,0,0,0,0,0
7659,M22518,2043-12-20 08:00:00,M,300.4,311.6,1359,55.4,160,0,0,0,0,0,0
7660,L54839,2043-12-21 08:00:00,L,300.5,311.6,1528,42.4,163,0,0,0,0,0,0
7661,M22520,2043-12-22 08:00:00,M,300.5,311.6,1246,52.9,165,0,0,0,0,0,0
7662,L54841,2043-12-23 08:00:00,L,300.5,311.6,1575,32.5,168,0,0,0,0,0,0
7663,M22522,2043-12-24 08:00:00,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0
7664,L54843,2043-12-25 08:00:00,L,300.5,311.6,1385,54.8,173,0,0,0,0,0,0
7665,H37078,2043-12-26 08:00:00,H,300.5,311.7,1454,50.3,175,0,0,0,0,0,0
7666,L54845,2043-12-27 08:00:00,L,300.5,311.6,1497,40.5,180,0,0,0,0,0,0
7667,M22526,2043-12-28 08:00:00,M,300.6,311.7,1424,50.8,182,0,0,0,0,0,0
7668,L54847,2043-12-29 08:00:00,L,300.6,311.7,1528,43.9,185,0,0,0,0,0,0
7669,L54848,2043-12-30 08:00:00,L,300.6,311.8,1539,37.0,187,0,0,0,0,0,0
7670,L54849,2043-12-31 08:00:00,L,300.7,311.8,1336,58.4,189,1,0,0,0,1,0
7671,L54850,2044-01-01 08:00:00,L,300.5,311.6,1525,37.6,191,0,0,0,0,0,0
7672,M22531,2044-01-02 08:00:00,M,300.5,311.6,1456,51.1,193,0,0,0,0,0,0
7673,M22532,2044-01-03 08:00:00,M,300.5,311.7,2141,17.2,196,0,0,0,0,0,0
7674,M22533,2044-01-04 08:00:00,M,300.5,311.6,1476,39.1,199,0,0,0,0,0,0
7675,L54854,2044-01-05 08:00:00,L,300.5,311.6,1509,47.2,202,0,0,0,0,0,0
7676,L54855,2044-01-06 08:00:00,L,300.5,311.6,1447,45.4,204,0,0,0,0,0,0
7677,L54856,2044-01-07 08:00:00,L,300.6,311.7,1448,49.1,206,0,0,0,0,0,0
7678,L54857,2044-01-08 08:00:00,L,300.6,311.7,1428,52.6,208,0,0,0,0,0,0
7679,M22538,2044-01-09 08:00:00,M,300.6,311.7,1389,52.1,210,0,0,0,0,0,0
7680,L54859,2044-01-10 08:00:00,L,300.7,311.7,1635,32.4,213,0,0,0,0,0,0
7681,L54860,2044-01-11 08:00:00,L,300.7,311.7,1395,43.7,215,0,0,0,0,0,0
7682,L54861,2044-01-12 08:00:00,L,300.7,311.8,1443,43.7,217,0,0,0,0,0,0
7683,M22542,2044-01-13 08:00:00,M,300.7,311.7,1412,49.1,219,0,0,0,0,0,0
7684,L54863,2044-01-14 08:00:00,L,300.7,311.7,1524,43.5,222,0,0,0,0,0,0
7685,M22544,2044-01-15 08:00:00,M,300.7,311.8,1407,42.4,224,0,0,0,0,0,0
7686,L54865,2044-01-16 08:00:00,L,300.8,311.7,1397,43.5,227,0,0,0,0,0,0
7687,M22546,2044-01-17 08:00:00,M,300.7,311.7,1504,36.9,229,0,0,0,0,0,0
7688,M22547,2044-01-18 08:00:00,M,300.7,311.7,2097,18.9,232,1,1,0,0,0,0
7689,L54868,2044-01-19 08:00:00,L,300.6,311.7,1553,39.8,0,0,0,0,0,0,0
7690,L54869,2044-01-20 08:00:00,L,300.6,311.7,1432,39.2,2,0,0,0,0,0,0
7691,M22550,2044-01-21 08:00:00,M,300.5,311.6,1577,36.5,4,0,0,0,0,0,0
7692,M22551,2044-01-22 08:00:00,M,300.5,311.5,1370,56.1,7,0,0,0,0,0,0
7693,H37106,2044-01-23 08:00:00,H,300.5,311.6,1506,36.2,10,0,0,0,0,0,0
7694,L54873,2044-01-24 08:00:00,L,300.6,311.6,1964,21.4,15,0,0,0,0,0,0
7695,H37108,2044-01-25 08:00:00,H,300.6,311.7,1500,36.7,17,0,0,0,0,0,0
7696,L54875,2044-01-26 08:00:00,L,300.6,311.7,1488,47.7,22,0,0,0,0,0,0
7697,H37110,2044-01-27 08:00:00,H,300.6,311.5,1282,60.2,24,0,0,0,0,0,0
7698,L54877,2044-01-28 08:00:00,L,300.5,311.4,1400,45.1,29,0,0,0,0,0,0
7699,L54878,2044-01-29 08:00:00,L,300.6,311.5,1419,38.6,31,0,0,0,0,0,0
7700,M22559,2044-01-30 08:00:00,M,300.7,311.5,1441,40.6,33,0,0,0,0,0,0
7701,M22560,2044-01-31 08:00:00,M,300.7,311.6,1348,62.5,36,0,0,0,0,0,0
7702,H37115,2044-02-01 08:00:00,H,300.8,311.7,1468,38.7,39,0,0,0,0,0,0
7703,M22562,2044-02-02 08:00:00,M,300.7,311.7,1701,30.8,44,0,0,0,0,0,0
7704,H37117,2044-02-03 08:00:00,H,300.7,311.7,1864,23.6,47,0,0,0,0,0,0
7705,M22564,2044-02-04 08:00:00,M,300.6,311.6,1630,31.8,52,0,0,0,0,0,0
7706,L54885,2044-02-05 08:00:00,L,300.5,311.5,1316,49.7,55,0,0,0,0,0,0
7707,L54886,2044-02-06 08:00:00,L,300.5,311.5,1708,31.2,57,0,0,0,0,0,0
7708,H37121,2044-02-07 08:00:00,H,300.5,311.4,1679,27.5,59,0,0,0,0,0,0
7709,L54888,2044-02-08 08:00:00,L,300.5,311.4,1709,32.3,64,0,0,0,0,0,0
7710,L54889,2044-02-09 08:00:00,L,300.5,311.4,1445,41.5,66,0,0,0,0,0,0
7711,M22570,2044-02-10 08:00:00,M,300.5,311.4,1390,51.9,68,0,0,0,0,0,0
7712,L54891,2044-02-11 08:00:00,L,300.4,311.4,1309,55.5,71,0,0,0,0,0,0
7713,L54892,2044-02-12 08:00:00,L,300.5,311.5,1499,37.6,73,0,0,0,0,0,0
7714,M22573,2044-02-13 08:00:00,M,300.5,311.4,2072,18.8,75,0,0,0,0,0,0
7715,L54894,2044-02-14 08:00:00,L,300.5,311.5,1487,43.0,78,0,0,0,0,0,0
7716,L54895,2044-02-15 08:00:00,L,300.5,311.5,1302,49.6,80,0,0,0,0,0,0
7717,M22576,2044-02-16 08:00:00,M,300.5,311.5,1378,48.2,82,0,0,0,0,0,0
7718,L54897,2044-02-17 08:00:00,L,300.5,311.6,1365,53.0,85,0,0,0,0,0,0
7719,H37132,2044-02-18 08:00:00,H,300.6,311.7,1427,44.6,87,0,0,0,0,0,0
7720,H37133,2044-02-19 08:00:00,H,300.6,311.7,1535,33.3,92,0,0,0,0,0,0
7721,H37134,2044-02-20 08:00:00,H,300.5,311.6,1476,41.7,97,0,0,0,0,0,0
7722,L54901,2044-02-21 08:00:00,L,300.5,311.6,1425,42.4,102,0,0,0,0,0,0
7723,L54902,2044-02-22 08:00:00,L,300.5,311.7,1409,54.7,104,0,0,0,0,0,0
7724,L54903,2044-02-23 08:00:00,L,300.5,311.6,1730,30.2,106,0,0,0,0,0,0
7725,M22584,2044-02-24 08:00:00,M,300.5,311.6,1454,41.4,108,0,0,0,0,0,0
7726,L54905,2044-02-25 08:00:00,L,300.6,311.7,1744,26.9,111,0,0,0,0,0,0
7727,M22586,2044-02-26 08:00:00,M,300.8,311.9,1761,29.0,113,0,0,0,0,0,0
7728,M22587,2044-02-27 08:00:00,M,300.7,311.9,1657,30.9,116,0,0,0,0,0,0
7729,L54908,2044-02-28 08:00:00,L,300.7,311.8,1420,47.0,119,0,0,0,0,0,0
7730,H37143,2044-02-29 08:00:00,H,300.7,311.9,1329,59.2,121,0,0,0,0,0,0
7731,L54910,2044-03-01 08:00:00,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0
7732,L54911,2044-03-02 08:00:00,L,300.6,312.0,1566,30.1,128,0,0,0,0,0,0
7733,L54912,2044-03-03 08:00:00,L,300.6,312.0,1430,42.7,130,0,0,0,0,0,0
7734,L54913,2044-03-04 08:00:00,L,300.6,312.0,1481,40.9,132,0,0,0,0,0,0
7735,L54914,2044-03-05 08:00:00,L,300.6,312.0,1670,29.4,134,0,0,0,0,0,0
7736,L54915,2044-03-06 08:00:00,L,300.6,312.0,1406,55.1,136,0,0,0,0,0,0
7737,H37150,2044-03-07 08:00:00,H,300.6,312.1,1354,46.9,138,0,0,0,0,0,0
7738,M22597,2044-03-08 08:00:00,M,300.5,312.0,1985,19.3,143,0,0,0,0,0,0
7739,M22598,2044-03-09 08:00:00,M,300.5,312.0,1263,60.8,146,0,0,0,0,0,0
7740,L54919,2044-03-10 08:00:00,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0
7741,L54920,2044-03-11 08:00:00,L,300.5,312.0,1453,45.1,151,0,0,0,0,0,0
7742,L54921,2044-03-12 08:00:00,L,300.5,312.0,1478,39.0,153,0,0,0,0,0,0
7743,M22602,2044-03-13 08:00:00,M,300.5,311.9,1323,57.9,155,0,0,0,0,0,0
7744,L54923,2044-03-14 08:00:00,L,300.5,311.9,1710,28.4,158,0,0,0,0,0,0
7745,L54924,2044-03-15 08:00:00,L,300.4,311.7,1314,59.5,160,0,0,0,0,0,0
7746,L54925,2044-03-16 08:00:00,L,300.4,311.7,1460,39.6,162,0,0,0,0,0,0
7747,M22606,2044-03-17 08:00:00,M,300.4,311.7,1508,45.4,164,0,0,0,0,0,0
7748,M22607,2044-03-18 08:00:00,M,300.5,311.8,1331,55.3,167,0,0,0,0,0,0
7749,L54928,2044-03-19 08:00:00,L,300.4,311.7,1515,47.4,170,0,0,0,0,0,0
7750,L54929,2044-03-20 08:00:00,L,300.4,311.6,1674,33.0,172,0,0,0,0,0,0
7751,L54930,2044-03-21 08:00:00,L,300.4,311.7,1444,51.2,174,0,0,0,0,0,0
7752,M22611,2044-03-22 08:00:00,M,300.4,311.7,1398,42.6,176,0,0,0,0,0,0
7753,M22612,2044-03-23 08:00:00,M,300.4,311.7,1832,24.2,179,0,0,0,0,0,0
7754,M22613,2044-03-24 08:00:00,M,300.5,311.8,1591,42.0,182,0,0,0,0,0,0
7755,M22614,2044-03-25 08:00:00,M,300.4,311.7,1478,39.9,185,0,0,0,0,0,0
7756,M22615,2044-03-26 08:00:00,M,300.4,311.8,1362,47.6,188,0,0,0,0,0,0
7757,L54936,2044-03-27 08:00:00,L,300.5,311.8,1368,57.9,191,1,0,0,0,1,0
7758,M22617,2044-03-28 08:00:00,M,300.3,311.7,1723,28.3,193,0,0,0,0,0,0
7759,L54938,2044-03-29 08:00:00,L,300.4,311.8,1689,30.8,196,0,0,0,0,0,0
7760,L54939,2044-03-30 08:00:00,L,300.4,311.8,1272,59.2,198,1,0,0,0,1,0
7761,M22620,2044-03-31 08:00:00,M,300.4,311.7,1511,33.0,200,0,0,0,0,0,0
7762,H37175,2044-04-01 08:00:00,H,300.4,311.6,1715,30.8,203,0,0,0,0,0,0
7763,M22622,2044-04-02 08:00:00,M,300.3,311.5,1400,43.8,0,0,0,0,0,0,0
7764,L54943,2044-04-03 08:00:00,L,300.4,311.6,1200,76.6,3,1,0,0,1,0,0
7765,M22624,2044-04-04 08:00:00,M,300.4,311.7,1555,38.7,5,0,0,0,0,0,0
7766,H37179,2044-04-05 08:00:00,H,300.3,311.6,1427,56.2,8,0,0,0,0,0,0
7767,L54946,2044-04-06 08:00:00,L,300.3,311.4,1318,52.7,13,0,0,0,0,0,0
7768,H37181,2044-04-07 08:00:00,H,300.2,311.4,1319,54.6,15,0,0,0,0,0,0
7769,M22628,2044-04-08 08:00:00,M,300.2,311.4,1960,20.9,20,0,0,0,0,0,0
7770,L54949,2044-04-09 08:00:00,L,300.3,311.5,1552,38.9,23,0,0,0,0,0,0
7771,L54950,2044-04-10 08:00:00,L,300.3,311.5,1548,32.2,25,0,0,0,0,0,0
7772,L54951,2044-04-11 08:00:00,L,300.3,311.6,1709,29.5,27,0,0,0,0,0,0
7773,H37186,2044-04-12 08:00:00,H,300.3,311.5,1464,41.0,29,0,0,0,0,0,0
7774,L54953,2044-04-13 08:00:00,L,300.3,311.4,1759,24.8,34,0,0,0,0,0,0
7775,L54954,2044-04-14 08:00:00,L,300.3,311.5,1634,31.9,36,0,0,0,0,0,0
7776,L54955,2044-04-15 08:00:00,L,300.3,311.5,1663,33.6,38,0,0,0,0,0,0
7777,M22636,2044-04-16 08:00:00,M,300.3,311.5,1445,47.3,40,0,0,0,0,0,0
7778,L54957,2044-04-17 08:00:00,L,300.3,311.5,1695,25.6,43,0,0,0,0,0,0
7779,L54958,2044-04-18 08:00:00,L,300.4,311.6,1517,39.0,45,0,0,0,0,0,0
7780,L54959,2044-04-19 08:00:00,L,300.5,311.7,1811,26.8,47,0,0,0,0,0,0
7781,L54960,2044-04-20 08:00:00,L,300.4,311.6,1815,23.5,49,0,0,0,0,0,0
7782,L54961,2044-04-21 08:00:00,L,300.4,311.7,1513,40.0,51,0,0,0,0,0,0
7783,M22642,2044-04-22 08:00:00,M,300.4,311.6,1518,36.4,53,0,0,0,0,0,0
7784,L54963,2044-04-23 08:00:00,L,300.3,311.5,1667,28.8,56,0,0,0,0,0,0
7785,L54964,2044-04-24 08:00:00,L,300.3,311.5,1403,60.1,58,0,0,0,0,0,0
7786,L54965,2044-04-25 08:00:00,L,300.2,311.5,1383,42.1,60,0,0,0,0,0,0
7787,L54966,2044-04-26 08:00:00,L,300.3,311.5,1466,46.2,62,0,0,0,0,0,0
7788,L54967,2044-04-27 08:00:00,L,300.3,311.5,1378,47.5,64,0,0,0,0,0,0
7789,M22648,2044-04-28 08:00:00,M,300.2,311.5,1547,40.9,66,0,0,0,0,0,0
7790,L54969,2044-04-29 08:00:00,L,300.2,311.5,1495,38.5,69,0,0,0,0,0,0
7791,L54970,2044-04-30 08:00:00,L,300.1,311.4,1729,29.3,71,0,0,0,0,0,0
7792,L54971,2044-05-01 08:00:00,L,300.1,311.4,1418,47.7,73,0,0,0,0,0,0
7793,H37206,2044-05-02 08:00:00,H,300.1,311.4,1485,40.4,75,0,0,0,0,0,0
7794,L54973,2044-05-03 08:00:00,L,300.1,311.5,1434,40.8,80,0,0,0,0,0,0
7795,M22654,2044-05-04 08:00:00,M,300.2,311.6,1415,55.8,82,0,0,0,0,0,0
7796,H37209,2044-05-05 08:00:00,H,300.1,311.6,1674,29.6,85,0,0,0,0,0,0
7797,L54976,2044-05-06 08:00:00,L,300.1,311.5,1454,52.4,90,0,0,0,0,0,0
7798,L54977,2044-05-07 08:00:00,L,300.0,311.4,1476,39.0,92,0,0,0,0,0,0
7799,L54978,2044-05-08 08:00:00,L,300.0,311.5,1812,28.3,94,0,0,0,0,0,0
7800,L54979,2044-05-09 08:00:00,L,300.0,311.4,1374,41.9,96,0,0,0,0,0,0
7801,M22660,2044-05-10 08:00:00,M,300.1,311.4,1524,40.6,98,0,0,0,0,0,0
7802,L54981,2044-05-11 08:00:00,L,300.0,311.4,1383,49.6,101,0,0,0,0,0,0
7803,L54982,2044-05-12 08:00:00,L,299.9,311.3,1429,58.2,103,0,0,0,0,0,0
7804,M22663,2044-05-13 08:00:00,M,299.8,311.3,1517,41.2,105,0,0,0,0,0,0
7805,M22664,2044-05-14 08:00:00,M,299.9,311.4,1480,44.9,108,0,0,0,0,0,0
7806,L54985,2044-05-15 08:00:00,L,299.9,311.4,1706,28.8,111,0,0,0,0,0,0
7807,L54986,2044-05-16 08:00:00,L,300.0,311.5,1349,48.6,113,0,0,0,0,0,0
7808,M22667,2044-05-17 08:00:00,M,300.0,311.5,1451,49.0,115,0,0,0,0,0,0
7809,L54988,2044-05-18 08:00:00,L,299.9,311.4,1627,36.7,118,0,0,0,0,0,0
7810,M22669,2044-05-19 08:00:00,M,300.0,311.4,1537,35.4,120,0,0,0,0,0,0
7811,L54990,2044-05-20 08:00:00,L,300.1,311.5,2218,17.0,123,0,0,0,0,0,0
7812,M22671,2044-05-21 08:00:00,M,300.0,311.4,1466,39.0,125,0,0,0,0,0,0
7813,L54992,2044-05-22 08:00:00,L,300.0,311.5,1666,32.0,128,0,0,0,0,0,0
7814,L54993,2044-05-23 08:00:00,L,300.0,311.5,1455,41.7,130,0,0,0,0,0,0
7815,L54994,2044-05-24 08:00:00,L,300.0,311.4,1927,24.6,132,0,0,0,0,0,0
7816,M22675,2044-05-25 08:00:00,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0
7817,L54996,2044-05-26 08:00:00,L,299.8,311.2,1533,35.9,137,0,0,0,0,0,0
7818,H37231,2044-05-27 08:00:00,H,299.8,311.3,1785,25.4,139,0,0,0,0,0,0
7819,L54998,2044-05-28 08:00:00,L,299.8,311.2,2142,16.6,144,0,0,0,0,0,0
7820,L54999,2044-05-29 08:00:00,L,299.8,311.2,1369,46.2,146,0,0,0,0,0,0
7821,M22680,2044-05-30 08:00:00,M,299.8,311.2,1706,29.2,148,0,0,0,0,0,0
7822,L55001,2044-05-31 08:00:00,L,299.9,311.3,1802,24.4,151,0,0,0,0,0,0
7823,H37236,2044-06-01 08:00:00,H,299.9,311.3,1413,41.8,153,0,0,0,0,0,0
7824,L55003,2044-06-02 08:00:00,L,300.0,311.3,1484,53.2,158,0,0,0,0,0,0
7825,L55004,2044-06-03 08:00:00,L,299.9,311.3,1535,38.1,160,0,0,0,0,0,0
7826,M22685,2044-06-04 08:00:00,M,299.9,311.2,1579,35.5,162,0,0,0,0,0,0
7827,L55006,2044-06-05 08:00:00,L,299.8,311.1,1300,64.2,165,0,0,0,0,0,0
7828,M22687,2044-06-06 08:00:00,M,299.8,311.1,1452,44.3,167,0,0,0,0,0,0
7829,M22688,2044-06-07 08:00:00,M,299.8,311.1,1562,35.7,170,0,0,0,0,0,0
7830,L55009,2044-06-08 08:00:00,L,299.8,311.2,1664,28.3,173,0,0,0,0,0,0
7831,H37244,2044-06-09 08:00:00,H,299.9,311.2,1495,35.8,175,0,0,0,0,0,0
7832,M22691,2044-06-10 08:00:00,M,300.0,311.4,1533,42.6,180,0,0,0,0,0,0
7833,L55012,2044-06-11 08:00:00,L,300.0,311.4,1484,37.0,183,0,0,0,0,0,0
7834,L55013,2044-06-12 08:00:00,L,300.0,311.4,1604,38.7,185,0,0,0,0,0,0
7835,L55014,2044-06-13 08:00:00,L,300.0,311.4,1483,45.6,187,0,0,0,0,0,0
7836,L55015,2044-06-14 08:00:00,L,300.1,311.5,1549,34.7,189,0,0,0,0,0,0
7837,L55016,2044-06-15 08:00:00,L,300.1,311.4,1604,35.0,191,0,0,0,0,0,0
7838,L55017,2044-06-16 08:00:00,L,300.2,311.5,1685,31.0,193,0,0,0,0,0,0
7839,L55018,2044-06-17 08:00:00,L,300.2,311.6,1372,49.2,195,0,0,0,0,0,0
7840,L55019,2044-06-18 08:00:00,L,300.3,311.6,1374,47.4,197,0,0,0,0,0,0
7841,L55020,2044-06-19 08:00:00,L,300.2,311.6,1606,31.0,199,0,0,0,0,0,0
7842,L55021,2044-06-20 08:00:00,L,300.1,311.5,1471,47.2,201,0,0,0,0,0,0
7843,L55022,2044-06-21 08:00:00,L,300.1,311.5,1659,31.1,203,0,0,0,0,0,0
7844,M22703,2044-06-22 08:00:00,M,300.1,311.7,1400,48.5,205,0,0,0,0,0,0
7845,L55024,2044-06-23 08:00:00,L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0
7846,L55025,2044-06-24 08:00:00,L,300.2,311.8,1798,23.2,210,0,0,0,0,0,0
7847,M22706,2044-06-25 08:00:00,M,300.2,311.6,1608,35.0,212,0,0,0,0,0,0
7848,L55027,2044-06-26 08:00:00,L,300.2,311.6,1322,50.9,215,0,0,0,0,0,0
7849,H37262,2044-06-27 08:00:00,H,300.2,311.6,1547,37.7,217,0,0,0,0,0,0
7850,M22709,2044-06-28 08:00:00,M,300.3,311.7,1374,47.9,222,1,1,0,0,0,0
7851,M22710,2044-06-29 08:00:00,M,300.3,311.7,1447,36.8,0,0,0,0,0,0,0
7852,L55031,2044-06-30 08:00:00,L,300.4,311.7,1373,47.2,3,0,0,0,0,0,0
7853,L55032,2044-07-01 08:00:00,L,300.3,311.7,1515,37.5,5,0,0,0,0,0,0
